"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_20","exp_avant_20","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_20","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_20","NB_CLUB_AVANT_20","TOP_50_AVANT_20","TOP_50_150_AVANT_20","top_restant_AVANT_20","France U16","France U17","France U18","France U19","France U20","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","U19_NB_BUT","U19_NB_MATCH_JOUE","U19_NB_MIN_JOUE","U19_TITULARISATION","U20_NB_BUT","U20_NB_MATCH_JOUE","U20_NB_MIN_JOUE","U20_TITULARISATION","Y"
7,"Gardien de But",5,"France","aucun","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.55,3,"1","0","0",1,1,1,1,1,NA,3,220,3,NA,14,1211,14,NA,6,540,6,NA,6,540,6,NA,1,90,1,0
26,"Defenseur",11,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,18.48,18.48,18.48,18.48,18.48,18.48,NA,NA,NA,NA,4e-05,9.46,3,"1","0","0",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,450,5,NA,4,286,3,NA,2,180,2,1
28,"Defenseur",11,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-05,19.36,2,"1","0","1",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,5,384,4,0
75,"Milieu",4,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","PEM - PEM CASTELMAUROU",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,26.55,2,"1","0","0",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1453,15,2,7,469,5,1
86,"Milieu",6,"Sénégal","CFM - ACADEMY AS MONACO FC","PEM - PEM AIX EN PROVENCE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,270,3,NA,8,720,8,NA,13,991,11,1
97,"Milieu",12,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00068,26.18,1,"0","0","0",0,1,0,1,1,NA,NA,NA,NA,NA,1,90,1,NA,NA,NA,NA,3,11,628,8,1,14,906,12,0
100,"Attaquant",2,"France","CFM - LOSC LILLE ASSOCIATION","PEM - PEM LIEVIN",0,0,15.24,14.76,13.92,14.76,14.76,14.76,13.84,14.84,14.84,16.16,0.00032,9.37,5,"1","0","1",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,27,NA,0
104,"Milieu",8,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00051,14.94,4,"1","0","1",0,1,1,1,1,NA,NA,NA,NA,NA,15,898,12,3,9,589,8,2,12,772,8,NA,1,86,1,0
130,"Attaquant",1,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00223,1.33,4,"1","0","0",1,1,1,1,1,5,11,678,8,2,13,670,6,NA,2,21,NA,NA,7,284,3,NA,1,90,1,0
165,"Defenseur",2,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,180,2,0
185,"Defenseur",6,"France","aucun","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00018,14.16,2,"1","0","0",1,1,1,1,1,2,13,934,9,NA,10,855,10,NA,9,775,9,NA,6,452,6,1,7,565,7,1
206,"Milieu",4,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-05,13.58,2,"0","0","1",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,1154,12,NA,5,450,5,0
219,"Defenseur",4,"France","aucun","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00012,13.2,6,"1","0","1",1,1,1,1,1,NA,2,131,2,NA,3,224,2,1,12,884,10,NA,12,1009,11,NA,4,270,3,0
241,"Defenseur",10,"France","aucun","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00018,18.71,4,"1","0","1",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,351,4,NA,9,723,8,1,3,233,3,0
262,"Attaquant",2,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00213,47,2,"1","0","1",1,0,0,0,1,NA,2,88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,103,1,0
317,"Attaquant",2,"Comores","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,11.21,3,"1","1","0",1,1,1,1,1,4,7,396,4,1,7,386,5,1,8,612,8,6,19,1328,17,NA,2,107,1,0
318,"Defenseur",12,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,10.65,3,"1","0","0",0,1,0,0,1,NA,NA,NA,NA,NA,6,384,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,1
386,"Attaquant",3,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-04,17.99,1,"1","0","0",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,356,2,NA,7,346,3,0
397,"Attaquant",9,"Cote d'ivoire","CFM - CENTRE DE FORMATION F.C. METZ","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00122,29.38,1,"1","0","0",1,1,1,1,1,5,15,966,11,4,9,759,9,4,4,248,3,7,17,1327,16,1,2,90,1,1
409,"Defenseur",10,"France","aucun","aucun",0,1,18.27,14.13,14.78,14.13,13.59,13.59,13.04,12.75,12.75,12.16,0,9.01,7,"1","0","1",1,1,0,0,1,NA,2,128,2,NA,2,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,205,2,0
412,"Defenseur",1,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,13.02,1,"0","1","0",1,1,1,1,1,1,9,590,7,NA,11,945,10,NA,4,360,4,NA,10,784,9,NA,2,180,2,1
414,"Milieu",1,"Maroc","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,8.27,2,"0","1","0",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,373,4,0
415,"Defenseur",6,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM REIMS",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,65.25,1,"0","0","1",1,1,1,1,1,NA,13,1135,13,NA,9,754,8,NA,5,373,4,NA,5,365,4,NA,7,524,6,0
422,"Defenseur",7,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,14.1,11.17,8.43,11.17,11.86,11.86,7.5,11.42,11.42,16.64,1e-05,7.9,3,"1","0","1",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,843,10,NA,2,152,2,1
433,"Defenseur",5,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21.93,1,"0","1","0",0,1,1,1,1,NA,NA,NA,NA,NA,6,360,5,NA,2,91,1,NA,10,706,7,NA,9,635,7,0
438,"Defenseur",2,"Maurice","CFM - CENTRE DE FORMATION ST. LAVALLOIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,8,618,7,1,10,765,9,NA,10,792,9,1
448,"Milieu",5,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,180,2,0
452,"Defenseur",4,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM DIJON",0,1,NA,11.34,11.34,11.34,NA,NA,11.34,11.35,11.34,NA,0.00037,13.14,4,"1","0","1",1,0,0,1,1,NA,3,154,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,722,8,1,4,202,2,1
465,"Defenseur",2,"Congo","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,17.04,1,"1","0","0",1,0,0,0,1,NA,5,348,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,305,3,0
479,"Defenseur",4,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","PEM - PEM TALENCE",0,1,10.18,12.59,12.59,12.59,10.18,10.18,15,15,15,NA,4e-05,14.97,2,"0","1","1",1,1,1,0,1,NA,1,19,NA,NA,4,278,3,NA,5,294,4,NA,NA,NA,NA,NA,2,180,2,0
491,"Defenseur",10,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00065,33,2,"1","0","1",1,1,0,1,1,NA,6,422,5,1,17,1418,17,NA,NA,NA,NA,NA,1,90,1,NA,9,788,9,1
498,"Defenseur",4,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19.9,3,"0","1","1",1,1,1,1,1,NA,1,90,1,NA,7,580,6,NA,3,212,2,NA,3,224,2,NA,1,90,1,0
512,"Milieu",3,"France","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,152,2,0
540,"Milieu",5,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02083,0.11,2,"1","0","0",1,1,0,0,1,NA,1,49,NA,NA,16,744,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,213,4,0
563,"Milieu",5,"France","aucun","aucun",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,15.24,3,"1","0","0",1,1,1,1,1,NA,2,88,1,1,7,474,6,2,10,722,8,NA,6,289,3,NA,2,110,1,1
568,"Defenseur",9,"France","aucun","aucun",1,0,11.43,14.47,15.22,14.47,15.22,15.22,15.22,14.47,14.47,11.43,0.00019,7.67,3,"1","0","1",1,1,1,0,1,NA,11,645,7,NA,9,612,7,3,9,606,7,NA,NA,NA,NA,NA,3,253,2,0
579,"Attaquant",7,"France","aucun","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00077,24.84,2,"0","1","1",1,1,1,1,1,4,14,760,10,NA,3,157,1,2,3,165,1,1,10,556,5,NA,4,229,4,1
601,"Attaquant",3,"Mali","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0014,35.8,1,"1","0","0",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,158,2,2,15,890,10,3,6,259,2,1
602,"Milieu",7,"Madagascar","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,1,"0","0","1",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,382,4,NA,6,429,4,0
603,"Milieu",9,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50.5,1,"0","0","0",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,NA,NA,NA,NA,NA,7,390,4,0
609,"Milieu",8,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,18.06,1,"1","0","0",1,1,1,1,1,4,12,738,7,2,13,698,7,5,9,491,5,4,16,982,11,NA,3,184,2,0
666,"Defenseur",3,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32.5,1,"0","1","0",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,88,1,NA,NA,NA,NA,NA,6,458,5,1
695,"Defenseur",2,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0","0",1,1,1,0,1,3,12,1056,12,1,20,1750,20,NA,8,653,7,NA,NA,NA,NA,NA,4,270,2,0
711,"Defenseur",3,"Algérie","aucun","PEM - PEM REIMS",0,1,14.43,13.76,13.25,13.76,13.76,13.76,13.25,13.76,13.76,14.43,2e-05,6.17,4,"1","1","1",0,1,0,1,1,NA,NA,NA,NA,NA,2,73,1,NA,NA,NA,NA,NA,5,351,5,NA,4,190,2,0
732,"Defenseur",4,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00021,23.43,1,"0","1","0",1,1,1,1,1,1,7,413,4,NA,5,376,5,NA,7,520,6,NA,16,1035,11,NA,8,590,7,0
736,"Milieu",1,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00026,15.27,4,"1","0","1",1,1,1,1,1,NA,1,64,1,1,10,568,7,1,8,571,7,NA,9,641,7,NA,1,90,1,1
750,"Milieu",12,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-04,12.72,2,"1","0","1",1,1,1,1,1,5,8,439,4,NA,6,308,4,NA,2,23,NA,NA,2,38,NA,NA,5,233,3,0
758,"Defenseur",5,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,1,15.98,15.6,16.34,15.6,16.7,16.7,16.34,15.6,15.6,14.74,0,8.55,5,"1","1","0",1,1,0,1,1,NA,8,516,6,NA,6,404,4,NA,NA,NA,NA,NA,15,989,10,NA,8,503,6,0
775,"Milieu",2,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM CLAIREFONTAINE",0,1,11.51,13.32,14.23,13.32,13.93,13.93,14.23,13.32,13.32,11.51,0.00014,6.43,2,"0","1","0",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,400,5,1
786,"Gardien de But",5,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,1,1,1,NA,NA,NA,NA,NA,1,50,NA,NA,1,90,1,NA,1,76,NA,NA,5,406,5,1
794,"Defenseur",5,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,7.47,5,"1","0","1",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
800,"Defenseur",12,"Guinée","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0012,36.46,2,"1","0","0",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,920,10,NA,6,540,6,1
815,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION PARIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.98,4,"1","0","1",0,1,0,0,1,NA,NA,NA,NA,NA,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,1
818,"Milieu",11,"Algérie","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32.83,1,"0","0","1",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,142,1,0
